BookingID,ArrivalYear,ArrivalMonth,ArrivalWeekNumber,ArrivalDayOfMonth,ArrivalHour,WeekendStays,WeekdayStays,Adults,Children,Babies,FirstTimeGuest,AffiliatedCustomer,PreviousReservations,PreviousStays,PreviousCancellations,DaysUntilConfirmation,OnlineReservation,BookingChanges,BookingToArrivalDays,ParkingSpacesBooked,SpecialRequests,PartOfGroup,CompanyReservation,OrderedMealsPerDay,FloorReserved,FloorAssigned,DailyRateEuros,DailyRateUSD,%PaidinAdvance,CountryofOriginAvgIncomeEuros (Year-2),CountryofOriginAvgIncomeEuros (Year-1),CountryofOriginHDI (Year-1),Canceled
36179,2016,8,36,30,15.0,0,1,2,1.0,0,1,0,0,0,0,0,1,0,21,0,1,0,1,1,6,3,140.0,138.6,0.0,36194.87,36909.33,0.876,0
15866,2016,7,28,7,17.5,0,2,0,2.0,0,1,0,0,0,0,0,1,0,187,0,0,0,1,1,5,5,86.5,85.635,0.0,41259.0,42509.89,0.918,1
10330,2016,9,38,17,16.5,2,2,2,0.0,0,1,0,0,0,0,0,1,0,115,0,0,0,1,0,6,6,106.92,105.8508,0.0,13446.4,14455.0,0.743,1
16098,2016,7,30,18,17.75,1,5,2,2.0,0,1,0,0,0,0,0,1,0,85,0,2,0,1,1,1,0,180.3,178.497,0.0,40141.59,40833.24,0.898,0
27415,2016,2,7,12,15.25,0,1,2,0.0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,6,6,79.0,78.21,0.0,28742.44,29668.86,0.842,0
24552,2016,3,14,29,21.0,0,2,2,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,6,5,0.0,0.0,0.0,41259.0,42509.89,0.918,0
30923,2016,1,3,16,19.25,2,2,2,0.0,0,1,0,0,0,0,0,1,0,12,0,0,0,1,1,6,6,61.0,60.39,0.0,40141.59,40833.24,0.898,0
23643,2016,1,4,21,20.5,0,1,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,6,79.0,78.21,0.0,28742.44,29668.86,0.842,1
11119,2016,8,36,30,14.25,0,3,2,0.0,0,1,0,0,0,0,0,1,0,141,0,1,0,1,1,6,6,106.5,105.435,0.0,48799.72,49879.27,0.903,0
12747,2016,5,23,31,16.5,0,5,1,0.0,0,1,0,0,0,0,0,1,0,52,0,0,0,1,1,3,3,140.4,138.996,0.0,48799.72,49879.27,0.903,0
33531,2016,3,11,7,21.0,1,4,2,0.0,0,1,0,0,0,0,0,1,0,26,0,0,0,1,1,6,3,87.0,86.13,0.0,44929.69,46213.27,0.913,0
16856,2016,8,33,9,23.25,0,5,2,0.0,0,1,0,0,0,0,0,1,0,120,0,1,0,1,1,3,3,127.8,126.52199999999999,0.0,33525.74,34912.48,0.885,0
23476,2016,5,19,5,14.75,0,3,2,0.0,0,1,0,0,0,0,0,1,0,124,0,1,0,1,0,6,6,94.5,93.55499999999999,0.0,36194.87,36909.33,0.876,1
15295,2016,11,47,13,20.75,2,2,2,0.0,0,1,0,0,0,0,0,0,0,6,0,3,0,1,1,6,6,91.0,90.09,0.0,44929.69,46213.27,0.913,0
27251,2016,10,43,16,23.25,1,0,2,0.0,0,1,0,0,0,0,0,1,0,258,0,0,0,1,1,6,6,110.0,108.9,1.0,28742.44,29668.86,0.842,1
10350,2016,12,50,7,15.0,0,4,3,0.0,0,1,0,0,0,0,0,1,0,71,0,0,0,1,1,3,3,128.0,126.72,0.0,33525.74,34912.48,0.885,0
16557,2016,9,37,10,17.5,1,1,3,0.0,0,1,0,0,0,0,0,1,1,240,0,0,0,1,2,6,6,139.2,137.808,0.0,36194.87,36909.33,0.876,0
11356,2016,1,5,25,22.75,1,1,1,0.0,0,1,0,0,0,0,15,1,1,33,0,0,0,1,1,6,6,59.0,58.41,0.0,33525.74,34912.48,0.885,0
34587,2016,1,4,22,19.75,0,2,2,0.0,0,1,0,0,0,0,0,1,0,16,0,1,0,1,1,6,6,80.3,79.497,0.0,36194.87,36909.33,0.876,0
29799,2016,9,38,11,21.25,2,1,2,1.0,1,1,0,0,0,0,0,1,2,40,0,0,0,1,1,2,2,158.95,157.36049999999997,0.0,5682.73,6133.89,0.627,0
19493,2016,11,47,18,15.25,2,2,2,0.0,0,1,0,0,0,0,0,1,3,4,0,1,0,1,0,6,6,87.63,86.7537,0.0,33525.74,34912.48,0.885,0
35194,2016,10,43,18,19.0,2,5,2,0.0,0,1,0,0,0,0,0,1,0,256,0,1,0,1,0,6,6,83.18,82.3482,0.0,14326.28,14711.22,0.749,1
14383,2016,8,36,29,17.25,1,2,1,0.0,0,0,0,45,42,3,0,0,0,0,0,0,0,1,1,6,5,65.0,64.35,0.0,28742.44,29668.86,0.842,0
20725,2016,12,49,3,19.25,2,2,2,0.0,0,1,0,0,0,0,0,1,0,70,0,1,0,1,0,6,6,74.8,74.05199999999999,0.0,36194.87,36909.33,0.876,1
30669,2016,2,9,27,18.25,2,4,2,0.0,0,1,0,0,0,0,0,1,0,53,0,0,0,1,1,6,6,80.2,79.398,0.0,40141.59,40833.24,0.898,0
17352,2016,7,30,23,19.5,2,3,2,0.0,0,1,0,0,0,0,0,1,0,63,0,1,0,1,1,6,6,105.3,104.247,0.0,44929.69,46213.27,0.913,0
31976,2016,9,40,25,15.0,2,0,3,0.0,0,1,0,0,0,0,0,1,1,135,0,2,0,1,1,3,3,162.0,160.38,0.0,41259.0,42509.89,0.918,0
28763,2016,5,21,15,22.5,2,1,2,0.0,0,1,0,0,0,0,0,1,0,132,0,1,0,1,1,3,3,114.3,113.157,0.0,41259.0,42509.89,0.918,0
22033,2016,3,11,8,14.0,0,1,1,0.0,0,1,0,0,0,0,0,1,0,7,0,0,0,1,1,6,6,97.0,96.03,0.0,28742.44,29668.86,0.842,0
32841,2016,1,4,19,20.25,0,3,1,0.0,0,1,0,0,0,0,63,1,0,151,0,0,0,1,1,6,3,80.0,79.2,0.0,28742.44,29668.86,0.842,1
36191,2016,4,17,17,19.75,2,0,2,0.0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,1,6,6,75.65,74.8935,0.0,29135.7,29397.13,0.866,0
33430,2016,11,45,3,14.25,0,3,2,0.0,0,1,0,0,0,0,0,1,0,71,0,1,0,1,1,6,6,68.47,67.78529999999999,0.0,40141.59,40833.24,0.898,0
31291,2016,4,15,3,23.25,2,2,2,0.0,0,1,0,0,0,0,0,1,0,72,0,0,0,1,1,6,6,74.38,73.63619999999999,0.0,41259.0,42509.89,0.918,0
30144,2016,4,16,16,15.0,2,1,2,2.0,0,1,0,0,0,0,0,1,0,54,0,0,0,1,1,1,1,177.3,175.52700000000002,0.0,51067.98,69056.05,0.929,1
36922,2016,6,26,23,22.75,0,1,3,0.0,0,1,0,0,0,0,0,1,0,60,0,0,0,1,1,3,3,132.3,130.977,0.0,55781.77,57235.19,0.927,1
18197,2016,2,9,26,21.75,1,2,2,0.0,0,1,0,0,0,0,0,1,0,60,0,1,0,1,1,6,6,83.3,82.467,0.0,33525.74,34912.48,0.885,0
16879,2016,2,9,24,14.25,0,4,2,0.0,0,1,0,0,0,0,0,1,0,24,0,1,0,1,1,6,6,100.0,99.0,0.0,33525.74,34912.48,0.885,1
24913,2016,10,44,25,23.0,0,1,1,0.0,0,1,0,0,0,0,0,1,0,22,0,0,0,1,1,6,6,95.0,94.05,0.0,28742.44,29668.86,0.842,0
17564,2016,11,47,17,19.5,1,3,2,0.0,0,1,0,0,0,0,0,1,0,50,0,1,0,1,1,3,3,74.61,73.8639,0.0,61902.13,63938.99,0.942,0
34962,2016,3,11,9,16.75,2,6,2,0.0,0,1,0,0,0,0,0,1,0,51,0,0,0,1,0,6,6,63.75,63.1125,0.0,16358.39,15813.86,0.757,1
10394,2016,9,40,30,16.0,0,1,2,0.0,0,1,0,0,0,0,0,1,0,61,0,1,0,1,1,3,3,132.3,130.977,0.0,47011.55,47683.79,0.933,1
29131,2016,8,32,3,22.5,0,1,2,0.0,0,1,0,0,0,0,0,1,0,126,0,0,0,1,2,6,6,139.5,138.105,0.0,34212.94,35436.81,0.901,1
18402,2016,7,28,8,18.75,0,1,2,0.0,0,1,0,0,0,0,0,1,0,13,0,0,0,1,0,6,6,137.0,135.63,0.0,34212.94,35436.81,0.901,1
15507,2016,11,47,19,23.75,2,1,2,0.0,0,1,0,0,0,0,0,1,0,61,0,0,0,1,1,6,3,75.0,74.25,0.0,40141.59,40833.24,0.898,0
31941,2016,12,51,15,14.25,0,3,2,0.0,0,1,0,0,0,0,0,1,0,5,0,1,0,1,1,6,6,96.0,95.03999999999999,0.0,40141.59,40833.24,0.898,0
22319,2016,7,28,4,15.5,1,0,1,0.0,0,1,0,24,24,0,0,0,1,129,0,0,0,1,1,2,2,106.0,104.94,0.0,28742.44,29668.86,0.842,0
14190,2016,12,51,16,20.75,0,1,1,0.0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,1,6,6,70.0,69.3,0.0,28742.44,29668.86,0.842,0
25084,2016,4,14,2,14.0,2,1,2,0.0,0,1,0,0,0,0,0,1,0,88,0,0,0,1,1,6,6,87.3,86.42699999999999,0.0,47011.55,47683.79,0.933,1
23481,2016,7,28,7,22.25,0,3,2,0.0,0,1,0,0,0,0,0,1,0,128,0,0,0,1,0,6,6,103.5,102.465,0.0,41259.0,42509.89,0.918,1
10883,2016,6,24,8,21.5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,95.0,94.05,0.0,28742.44,29668.86,0.842,0
37546,2016,10,44,29,17.0,2,2,2,0.0,0,1,0,0,0,0,0,1,0,226,0,1,0,1,1,6,6,70.0,69.3,0.0,40141.59,40833.24,0.898,0
15613,2016,11,47,16,22.0,0,2,2,0.0,0,1,0,0,0,0,0,1,0,29,0,1,0,1,0,6,6,88.0,87.12,0.0,41259.0,42509.89,0.918,1
33964,2016,12,50,10,17.5,0,1,2,0.0,0,1,0,0,0,0,0,1,0,6,0,2,0,1,0,6,6,95.0,94.05,0.0,28742.44,29668.86,0.842,0
22116,2016,9,37,9,15.5,2,5,2,0.0,0,1,0,0,0,0,0,1,0,97,0,0,0,1,1,6,6,135.9,134.541,0.0,47011.55,47683.79,0.933,1
30135,2016,5,21,19,17.25,0,1,1,0.0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,3,3,110.0,108.9,0.0,48799.72,49879.27,0.903,0
19818,2016,6,27,26,19.0,2,2,0,2.0,0,1,0,0,0,0,0,1,0,115,0,0,0,1,1,5,5,92.12,91.1988,0.0,47045.65,48975.0,0.929,1
18146,2016,12,51,14,20.0,0,2,2,0.0,0,1,0,0,0,0,0,1,2,12,0,0,0,1,0,6,6,98.0,97.02,0.0,41259.0,42509.89,0.918,1
13696,2016,8,32,3,16.75,2,5,2,1.0,0,1,0,0,0,0,0,1,0,170,0,2,0,1,1,6,6,114.75,113.60249999999999,0.0,40141.59,40833.24,0.898,1
15366,2016,9,40,30,22.75,1,2,2,0.0,0,1,0,0,0,0,0,0,0,193,0,0,0,1,1,6,6,132.0,130.68,0.0,47011.55,47683.79,0.933,0
12111,2016,5,22,26,20.5,0,3,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,5,149.0,147.51,0.0,28742.44,29668.86,0.842,0
25749,2016,7,28,6,23.5,0,4,2,0.0,0,1,0,0,0,0,0,1,0,104,0,1,0,1,1,6,6,83.12,82.28880000000001,0.0,41259.0,42509.89,0.918,0
26956,2016,2,9,22,18.5,1,0,1,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,6,85.0,84.15,0.0,13446.4,14455.0,0.743,0
31109,2016,3,14,28,14.0,1,3,2,0.0,0,1,0,0,0,0,0,1,0,49,0,0,0,1,1,6,6,43.5,43.065,0.0,47011.55,47683.79,0.933,0
19841,2016,9,39,24,20.0,2,5,2,0.0,0,1,0,0,0,0,0,1,0,57,0,1,0,1,1,3,6,146.96,145.4904,0.0,55032.96,56803.47,0.92,0
11867,2016,9,40,28,22.5,0,4,2,0.0,0,1,0,0,0,0,0,1,1,100,0,1,0,1,2,6,6,140.0,138.6,0.0,36194.87,36909.33,0.876,0
18993,2016,7,28,9,18.75,0,1,2,0.0,0,1,0,0,0,0,0,1,2,10,0,0,0,1,1,3,3,99.52,98.5248,0.0,55032.96,56803.47,0.92,1
19516,2016,12,52,22,18.25,1,3,1,0.0,0,1,0,0,0,0,0,1,0,26,0,0,0,1,1,6,6,74.8,74.05199999999999,0.0,33525.74,34912.48,0.885,1
27677,2016,11,48,21,21.0,1,2,1,0.0,0,1,0,0,0,0,0,0,1,215,0,0,0,1,1,6,3,75.0,74.25,0.0,13368.15,13831.23,0.754,0
21818,2016,2,6,6,17.0,2,2,3,0.0,0,1,0,0,0,0,0,1,0,2,0,2,0,1,1,3,3,130.0,128.7,0.0,28742.44,29668.86,0.842,0
13524,2016,11,48,23,14.5,0,1,1,0.0,0,1,0,0,0,0,0,1,4,78,0,2,0,1,1,6,6,86.4,85.536,0.0,30042.81,31722.37,0.86,0
30960,2016,4,16,11,14.25,1,2,2,0.0,0,1,0,0,0,0,0,1,0,12,0,1,0,1,1,3,3,136.0,134.64,0.0,40141.59,40833.24,0.898,0
14506,2016,9,39,21,22.25,0,2,1,0.0,0,1,0,0,0,0,0,0,2,47,0,0,0,1,1,3,3,140.0,138.6,0.0,61902.13,63938.99,0.942,0
13563,2016,12,49,3,14.0,2,2,2,0.0,0,1,0,0,0,0,0,1,0,44,0,0,0,1,1,3,3,87.2,86.328,0.0,28742.44,29668.86,0.842,0
34822,2016,8,36,30,18.5,0,1,3,0.0,0,1,0,0,0,0,0,1,0,12,0,0,0,1,1,2,2,138.0,136.62,0.0,28742.44,29668.86,0.842,0
16352,2016,8,36,30,23.5,0,5,2,0.0,0,1,0,0,0,0,0,1,0,62,0,0,0,1,1,3,3,111.6,110.484,0.0,51067.98,69056.05,0.929,1
11544,2016,12,50,10,23.75,0,1,0,2.0,0,1,0,0,0,0,0,0,0,9,0,1,0,1,1,5,6,0.0,0.0,0.0,28742.44,29668.86,0.842,1
35655,2016,4,17,17,21.25,1,0,3,0.0,0,1,0,0,0,0,0,1,0,27,0,0,0,1,1,3,3,137.0,135.63,0.0,47011.55,47683.79,0.933,1
31445,2016,5,22,28,18.75,0,1,2,0.0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,1,6,6,161.0,159.39,0.0,28742.44,29668.86,0.842,0
39470,2016,3,11,11,20.25,0,2,2,0.0,0,1,0,0,0,0,0,1,0,35,0,0,0,1,0,6,6,71.1,70.389,0.0,13446.4,14455.0,0.743,0
33261,2016,11,46,11,19.0,2,5,2,0.0,0,1,0,0,0,0,0,1,0,20,0,0,0,1,0,6,6,77.71,76.93289999999999,0.0,55032.96,56803.47,0.92,1
38528,2016,4,15,9,19.5,2,5,2,0.0,0,1,0,0,0,0,0,1,0,101,0,2,0,1,1,6,6,70.99,70.28009999999999,0.0,41757.4,42535.48,0.915,0
18417,2016,11,47,18,21.0,1,2,2,2.0,0,1,0,0,0,0,0,1,0,3,0,2,0,1,1,1,1,178.67,176.8833,0.0,34212.94,35436.81,0.901,0
26375,2016,4,18,27,18.25,0,3,2,1.0,0,1,0,0,0,0,0,1,1,110,0,1,0,1,1,6,6,96.3,95.337,0.0,5682.73,6133.89,0.627,0
38401,2016,7,29,12,17.5,0,1,2,0.0,0,1,0,0,0,0,0,1,0,98,0,0,0,1,0,6,6,94.5,93.55499999999999,0.0,23967.12,25625.57,0.783,1
26021,2016,1,2,5,14.5,0,5,2,2.0,0,1,1,1,0,1,0,1,0,87,0,0,0,1,1,1,1,153.0,151.47,0.0,28742.44,29668.86,0.842,1
23273,2016,6,23,2,15.75,1,3,2,0.0,0,1,0,0,0,0,0,1,0,117,0,1,0,1,0,6,6,109.65,108.5535,0.0,28742.44,29668.86,0.842,0
24431,2016,3,13,23,14.25,0,3,2,0.0,0,1,0,0,0,0,0,1,0,31,0,1,0,1,1,3,3,151.4,149.886,0.0,33525.74,34912.48,0.885,0
33719,2016,4,17,23,14.25,2,1,2,0.0,0,1,0,0,0,0,0,1,0,7,0,1,0,1,0,6,6,109.0,107.91,0.0,40141.59,40833.24,0.898,0
37222,2016,5,22,26,14.25,0,3,2,0.0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,3,3,176.0,174.24,0.0,4593.96,4762.3,0.551,0
27693,2016,7,29,11,18.25,3,6,2,0.0,0,1,0,0,0,0,0,1,0,87,0,0,0,1,1,6,6,72.25,71.5275,0.0,47011.55,47683.79,0.933,0
11825,2016,2,6,5,18.25,1,2,2,0.0,0,1,0,0,0,0,0,1,1,43,0,0,0,1,1,5,5,69.52,68.8248,0.0,44929.69,46213.27,0.913,1
29247,2016,3,14,28,16.75,1,4,2,2.0,0,1,0,0,0,0,0,1,0,20,0,2,0,1,1,1,1,215.0,212.85,0.0,28742.44,29668.86,0.842,0
13267,2016,4,16,16,18.5,0,1,2,0.0,0,1,0,0,0,0,0,1,0,65,0,0,0,1,1,3,3,118.8,117.612,0.0,33525.74,34912.48,0.885,1
25799,2016,6,23,4,15.25,1,1,2,0.0,0,1,0,0,0,0,0,1,0,37,0,0,0,1,1,3,3,131.4,130.086,0.0,55032.96,56803.47,0.92,1
18227,2016,4,16,16,23.0,2,2,2,0.0,0,1,0,0,0,0,0,1,0,70,0,2,0,1,1,3,3,107.95,106.8705,0.0,51067.98,69056.05,0.929,1
15050,2016,11,45,4,19.0,0,2,1,0.0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,1,6,-1,109.73,108.6327,0.0,29135.7,29397.13,0.866,0
18458,2016,4,15,7,19.75,2,3,2,1.0,0,1,0,0,0,0,0,1,0,14,0,0,0,1,1,6,6,137.7,136.32299999999998,0.0,123308.2,123822.08,0.854,1
21802,2016,7,27,1,23.0,1,2,2,1.0,0,1,0,0,0,0,0,1,0,154,0,2,0,1,1,6,3,112.5,111.375,0.0,44929.69,46213.27,0.913,0
27830,2016,4,18,30,22.25,0,1,3,0.0,0,1,0,0,0,0,0,0,0,56,0,0,0,1,1,6,6,142.1,140.679,0.0,20008.32,20551.83,0.822,0
31377,2016,3,13,26,19.75,2,2,2,0.0,0,1,0,0,0,0,0,1,0,25,0,0,0,1,1,6,6,136.0,134.64,0.0,44929.69,46213.27,0.913,0
27519,2016,10,44,26,16.0,0,1,1,0.0,0,1,0,0,0,0,0,1,1,12,0,0,0,1,1,6,6,130.0,128.7,0.0,33525.74,34912.48,0.885,0
21286,2016,9,37,5,23.5,1,3,2,0.0,0,1,0,0,0,0,0,1,0,26,0,0,0,1,1,6,6,127.2,125.928,0.0,28742.44,29668.86,0.842,1
15263,2016,4,16,12,16.25,0,3,2,0.0,0,1,0,0,0,0,0,1,0,72,0,0,0,1,1,6,6,105.3,104.247,0.0,40141.59,40833.24,0.898,1
21208,2016,3,11,8,17.25,0,2,2,0.0,0,1,0,0,0,0,0,1,1,33,0,0,0,1,1,6,6,67.52,66.84479999999999,0.0,13446.4,14455.0,0.743,0
35707,2016,5,19,4,14.0,0,3,2,0.0,0,1,0,0,0,0,0,1,0,103,0,0,0,1,1,6,6,80.0,79.2,0.0,28742.44,29668.86,0.842,0
36524,2016,6,23,4,21.25,1,1,2,0.0,0,1,0,0,0,0,0,1,0,7,0,0,0,1,0,6,6,119.0,117.81,0.0,41259.0,42509.89,0.918,0
24021,2016,9,38,16,16.0,1,2,2,0.0,0,1,0,0,0,0,0,1,0,150,0,1,0,1,1,6,6,126.9,125.631,0.0,49233.22,50302.07,0.926,0
33190,2016,11,48,20,23.5,1,0,2,0.0,1,1,0,0,0,0,0,0,0,5,1,2,0,1,1,3,3,0.0,0.0,0.0,28742.44,29668.86,0.842,0
17893,2016,10,42,13,17.5,0,3,1,0.0,0,1,0,0,0,0,0,1,0,37,0,0,0,1,1,6,6,95.0,94.05,0.0,28742.44,29668.86,0.842,1
31336,2016,7,28,8,16.0,0,1,2,0.0,0,0,0,6,4,2,0,0,1,2,1,0,0,1,1,6,6,77.0,76.23,0.0,28742.44,29668.86,0.842,0
24093,2016,11,45,3,20.5,0,3,2,0.0,0,1,0,0,0,0,0,1,0,56,0,0,0,1,1,6,6,86.4,85.536,0.0,5682.73,6133.89,0.627,0
34068,2016,6,26,19,17.5,2,3,2,0.0,0,1,0,0,0,0,0,1,0,152,0,0,0,1,1,6,6,108.12,107.03880000000001,0.0,28742.44,29668.86,0.842,1
17283,2016,10,45,31,23.75,1,3,3,0.0,0,1,0,0,0,0,0,1,0,133,0,0,0,1,1,3,3,122.63,121.4037,0.0,47045.65,48975.0,0.929,1
15167,2016,10,41,3,18.0,1,1,2,0.0,0,1,0,0,0,0,0,1,0,7,0,1,0,1,0,6,6,140.0,138.6,0.0,48799.72,49879.27,0.903,0
23941,2016,5,23,29,22.75,2,3,2,0.0,0,1,0,0,0,0,0,1,0,20,0,1,0,1,1,6,6,110.15,109.0485,0.0,40141.59,40833.24,0.898,0
39966,2016,12,49,2,19.75,0,1,2,0.0,0,1,0,0,0,0,0,1,0,47,0,1,0,1,1,6,3,93.6,92.66399999999999,0.0,33525.74,34912.48,0.885,1
31031,2016,6,26,20,19.0,2,5,2,0.0,0,1,0,0,0,0,0,1,0,205,0,0,0,1,1,6,6,80.24,79.43759999999999,0.0,28742.44,29668.86,0.842,1
13264,2016,4,18,29,21.5,1,2,2,0.0,0,1,0,0,0,0,0,1,1,64,0,1,0,1,1,6,5,126.9,125.631,0.0,101297.58,103750.78,0.899,1
28843,2016,8,33,10,15.75,0,2,2,0.0,0,1,0,0,0,0,0,1,0,134,0,0,0,1,0,6,6,103.5,102.465,0.0,40141.59,40833.24,0.898,1
38149,2016,7,27,2,15.5,2,5,2,1.0,0,1,0,0,0,0,0,1,0,98,0,2,0,1,1,6,3,130.5,129.195,0.0,28742.44,29668.86,0.842,0
17575,2016,9,40,25,23.5,2,1,1,0.0,0,1,0,0,0,0,0,1,0,6,0,2,0,1,0,6,6,159.0,157.41,0.0,28742.44,29668.86,0.842,0
18407,2016,12,52,23,15.75,2,2,2,0.0,0,1,0,0,0,0,0,1,0,60,0,3,0,1,1,6,6,88.4,87.516,0.0,33525.74,34912.48,0.885,0
35011,2016,9,38,11,17.0,2,1,2,0.0,0,1,0,0,0,0,0,1,0,94,0,2,0,1,1,6,6,135.9,134.541,0.0,55032.96,56803.47,0.92,0
26941,2016,6,25,17,20.0,0,2,2,0.0,0,1,0,0,0,0,0,1,0,22,0,1,0,1,1,6,6,141.0,139.59,0.0,47901.45,49058.5,0.926,0
14200,2016,3,14,30,16.25,1,4,2,0.0,0,1,0,0,0,0,0,1,0,12,0,0,0,1,1,3,3,140.0,138.6,0.0,41259.0,42509.89,0.918,1
39991,2016,3,12,15,23.5,1,5,1,0.0,0,1,0,0,0,0,0,1,0,124,0,1,0,1,1,6,6,46.67,46.2033,0.0,47011.55,47683.79,0.933,0
12499,2016,4,16,11,17.0,1,1,2,0.0,0,1,0,0,0,0,0,1,0,42,0,0,0,1,0,6,6,94.5,93.55499999999999,0.0,28742.44,29668.86,0.842,0
22755,2016,9,40,29,15.25,0,1,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,6,118.09,116.90910000000001,0.0,28742.44,29668.86,0.842,1
37140,2016,10,40,1,17.75,1,1,2,0.0,0,1,0,0,0,0,0,1,0,268,0,0,0,1,0,6,6,95.4,94.446,0.0,51067.98,69056.05,0.929,1
28516,2016,2,7,10,14.25,1,4,2,0.0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,1,6,6,83.8,82.962,0.0,33525.74,34912.48,0.885,0
31452,2016,1,5,29,14.5,1,2,2,0.0,0,1,0,0,0,0,0,1,0,36,0,1,0,1,0,6,6,53.97,53.430299999999995,0.0,39179.16,40396.24,0.905,0
11218,2016,1,4,19,14.25,0,3,1,0.0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,6,6,66.0,65.34,0.0,28742.44,29668.86,0.842,0
38781,2016,11,47,14,23.25,1,2,1,0.0,0,1,0,0,0,0,0,0,0,262,0,0,0,1,1,2,2,106.0,104.94,1.0,28742.44,29668.86,0.842,1
34829,2016,9,37,8,18.75,2,3,2,0.0,0,1,0,0,0,0,0,1,0,33,0,0,0,1,1,6,6,135.9,134.541,0.0,36194.87,36909.33,0.876,1
15730,2016,2,7,12,22.0,0,2,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,6,79.0,78.21,0.0,40141.59,40833.24,0.898,0
32342,2016,8,32,2,17.25,0,3,0,2.0,0,1,0,0,0,0,0,1,0,36,0,0,0,1,1,5,5,118.15,116.9685,0.0,33525.74,34912.48,0.885,1
23571,2016,8,34,17,16.5,0,2,2,0.0,0,1,0,0,0,0,0,0,0,145,0,0,0,1,1,6,6,117.0,115.83,0.0,28742.44,29668.86,0.842,1
30005,2016,5,21,16,21.75,1,3,2,0.0,0,1,0,0,0,0,0,1,1,89,0,1,0,1,1,3,3,132.6,131.274,0.0,40141.59,40833.24,0.898,0
37998,2016,3,13,20,23.0,1,0,2,0.0,0,1,0,0,0,0,0,1,0,22,0,1,0,1,1,6,6,91.0,90.09,0.0,28742.44,29668.86,0.842,0
20775,2016,12,50,5,21.25,1,0,1,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,6,6,88.0,87.12,0.0,33525.74,34912.48,0.885,0
14994,2016,3,11,10,22.25,0,3,2,0.0,0,1,0,0,0,0,0,1,0,25,0,0,0,1,1,6,6,94.33,93.38669999999999,0.0,44929.69,46213.27,0.913,0
32819,2016,5,21,16,21.0,1,0,1,0.0,0,1,0,0,0,0,0,0,0,12,0,0,0,1,1,6,6,93.0,92.07,0.0,49233.22,50302.07,0.926,0
35624,2016,12,52,24,23.5,2,2,2,0.0,0,1,0,0,0,0,0,1,0,16,0,1,0,1,1,3,3,98.6,97.61399999999999,0.0,16358.39,15813.86,0.757,0
13957,2016,9,40,27,16.25,0,1,2,0.0,0,1,0,0,0,0,0,1,0,31,0,0,0,1,1,6,3,126.0,124.74,0.0,1820.13,1868.55,0.505,0
16837,2016,8,35,26,17.75,2,2,2,0.0,0,1,0,0,0,0,0,1,0,148,0,0,0,1,1,6,6,96.3,95.337,0.0,41259.0,42509.89,0.918,1
24821,2016,10,43,17,23.75,1,3,2,0.0,0,1,0,0,0,0,0,1,0,184,0,2,0,1,1,3,3,128.7,127.41299999999998,0.0,28742.44,29668.86,0.842,0
37089,2016,7,32,31,14.25,2,0,2,0.0,0,1,0,0,0,0,0,1,0,210,0,2,0,1,1,6,6,96.3,95.337,0.0,41259.0,42509.89,0.918,1
22457,2016,6,25,17,17.0,2,2,2,1.0,0,1,0,0,0,0,0,1,0,123,0,2,0,1,1,6,6,135.15,133.79850000000002,0.0,41259.0,42509.89,0.918,1
27513,2016,8,32,2,14.75,2,6,2,1.0,0,1,0,0,0,0,0,1,0,190,0,0,0,1,1,6,6,123.75,122.5125,0.0,33525.74,34912.48,0.885,1
26674,2016,7,29,16,16.25,2,5,2,0.0,0,1,0,0,0,0,0,1,1,89,0,2,0,1,2,3,3,155.57,154.0143,0.0,33525.74,34912.48,0.885,0
24566,2016,7,30,18,19.75,1,3,2,0.0,0,1,0,0,0,0,0,1,0,113,0,0,0,1,1,6,6,107.55,106.47449999999999,0.0,25612.26,26856.04,0.855,1
25950,2016,1,3,15,19.0,0,2,2,0.0,0,1,0,0,0,0,0,1,0,11,0,1,0,1,1,6,6,89.0,88.11,0.0,33525.74,34912.48,0.885,0
32808,2016,2,7,11,23.0,0,1,1,0.0,0,1,0,0,0,0,0,1,0,7,0,1,0,1,1,6,6,66.22,65.5578,0.0,49233.22,50302.07,0.926,0
